Internal ID,Date,Type,Document Number,Name,Amount Remaining,Amount,Memo,PO/Check Number,Status,Customer Internal ID
73284,12/20/2019,Invoice,I140805,Bluestem Brands,85.17,85.17,PO000077137599,,Open,4871
73285,12/20/2019,Invoice,I140804,Bluestem Brands,99.74,99.74,PO000077171655,,Open,4871
73286,12/20/2019,Invoice,I140798,Bluestem Brands,85.17,85.17,PO000077177548,,Open,4871
73287,12/20/2019,Invoice,I140771,Bluestem Brands,302.94,302.94,PO000077183814,,Open,4871
73288,12/20/2019,Invoice,I140765,Bluestem Brands,341,341,PO000077180471,,Open,4871
73289,12/20/2019,Invoice,I140760,Bluestem Brands,85.17,85.17,PO000077184379,,Open,4871
73290,12/20/2019,Invoice,I140759,Bluestem Brands,341,341,PO000077143628,,Open,4871
73291,12/20/2019,Invoice,I140756,Bluestem Brands,341,341,PO000077146060,,Open,4871
73292,12/20/2019,Invoice,I140751,Bluestem Brands,294,294,PO000077162593,,Open,4871
73293,12/20/2019,Invoice,I140748,Bluestem Brands,85.17,85.17,PO000077142037,,Open,4871
73294,12/20/2019,Invoice,I140747,Bluestem Brands,85.17,85.17,PO000077139922,,Open,4871
73295,12/20/2019,Invoice,I140740,Bluestem Brands,341,341,PO000077173540,,Open,4871
73296,12/20/2019,Invoice,I140736,Bluestem Brands,85.17,85.17,PO000077175066,,Open,4871
73297,12/20/2019,Invoice,I140734,Bluestem Brands,85.17,85.17,PO000077175524,,Open,4871
73298,12/20/2019,Invoice,I140713,Bluestem Brands,85.17,85.17,PO000077164866,,Open,4871
73299,12/20/2019,Invoice,I140712,Bluestem Brands,85.17,85.17,PO000077149224,,Open,4871
73300,12/20/2019,Invoice,I140711,Bluestem Brands,85.17,85.17,PO000077147442,,Open,4871
73301,12/20/2019,Invoice,I140710,Bluestem Brands,85.17,85.17,PO000077153646,,Open,4871
73302,12/20/2019,Invoice,I140709,Bluestem Brands,85.17,85.17,PO000077148771,,Open,4871
73256,12/23/2019,Invoice,I140994,Bluestem Brands,85.17,85.17,PO000077195081,,Open,4871
73257,12/23/2019,Invoice,I140993,Bluestem Brands,85.17,85.17,PO000077229050,,Open,4871
73258,12/23/2019,Invoice,I140992,Bluestem Brands,341,341,PO000077194473,,Open,4871
73259,12/23/2019,Invoice,I140991,Bluestem Brands,341,341,PO000077196683,,Open,4871
73260,12/23/2019,Invoice,I140990,Bluestem Brands,85.17,85.17,PO000077197595,,Open,4871
73261,12/23/2019,Invoice,I140989,Bluestem Brands,85.17,85.17,PO000077191952,,Open,4871
73262,12/23/2019,Invoice,I140988,Bluestem Brands,85.17,85.17,PO000077186673,,Open,4871
73263,12/23/2019,Invoice,I140987,Bluestem Brands,85.17,85.17,PO000077186922,,Open,4871
73264,12/23/2019,Invoice,I140986,Bluestem Brands,85.17,85.17,PO000077197012,,Open,4871
73265,12/23/2019,Invoice,I140985,Bluestem Brands,1497.92,1497.92,PO000077196321,,Open,4871
73266,12/23/2019,Invoice,I140984,Bluestem Brands,341,341,PO000077206535,,Open,4871
73267,12/23/2019,Invoice,I140983,Bluestem Brands,341,341,PO000077207657,,Open,4871
73268,12/23/2019,Invoice,I140979,Bluestem Brands,341,341,PO000077201185,,Open,4871
73269,12/23/2019,Invoice,I140978,Bluestem Brands,85.17,85.17,PO000077192862,,Open,4871
73270,12/23/2019,Invoice,I140977,Bluestem Brands,341,341,PO000077186105,,Open,4871
73271,12/23/2019,Invoice,I140976,Bluestem Brands,341,341,PO000077210984,,Open,4871
73272,12/23/2019,Invoice,I140972,Bluestem Brands,99.74,99.74,PO000077216810,,Open,4871
73273,12/23/2019,Invoice,I140971,Bluestem Brands,99.74,99.74,PO000077197054,,Open,4871
73274,12/23/2019,Invoice,I140949,Bluestem Brands,99.74,99.74,PO000077224269,,Open,4871
73275,12/23/2019,Invoice,I140948,Bluestem Brands,99.74,99.74,PO000077214283,,Open,4871
73276,12/23/2019,Invoice,I140903,Bluestem Brands,294,294,PO000077230988,,Open,4871
73277,12/23/2019,Invoice,I140867,Bluestem Brands,239,239,PO000077217513,,Open,4871
73248,12/24/2019,Invoice,I141071,Bluestem Brands,85.17,85.17,PO000077241842,,Open,4871
73249,12/24/2019,Invoice,I141066,Bluestem Brands,85.17,85.17,PO000077239634,,Open,4871
73250,12/24/2019,Invoice,I141062,Bluestem Brands,984.15,984.15,PO000077241388,,Open,4871
73251,12/24/2019,Invoice,I141061,Bluestem Brands,302.94,302.94,PO000077235622,,Open,4871
73252,12/24/2019,Invoice,I141060,Bluestem Brands,302.94,302.94,PO000077239948,,Open,4871
73253,12/24/2019,Invoice,I141054,Bluestem Brands,796.47,796.47,PO000077243143,,Open,4871
73254,12/24/2019,Invoice,I141053,Bluestem Brands,239,239,PO000077235839,,Open,4871
73255,12/24/2019,Invoice,I141047,Bluestem Brands,99.74,99.74,PO000077244555,,Open,4871
73247,12/25/2019,Invoice,I141203,Bluestem Brands,85.17,85.17,PO000077263509,,Open,4871
73236,12/26/2019,Invoice,I141205,Bluestem Brands,341,341,PO000077268586,,Open,4871
73238,12/26/2019,Invoice,I141192,Bluestem Brands,294,294,PO000077260882,,Open,4871
73239,12/26/2019,Invoice,I141191,Bluestem Brands,85.17,85.17,PO000077263290,,Open,4871
73240,12/26/2019,Invoice,I141190,Bluestem Brands,99.74,99.74,PO000077245784,,Open,4871
73241,12/26/2019,Invoice,I141189,Bluestem Brands,239,239,PO000077264053,,Open,4871
73242,12/26/2019,Invoice,I141188,Bluestem Brands,341,341,PO000077255291,,Open,4871
73243,12/26/2019,Invoice,I141187,Bluestem Brands,99.74,99.74,PO000077263417,,Open,4871
73244,12/26/2019,Invoice,I141186,Bluestem Brands,360.29,360.29,PO000077264385,,Open,4871
73245,12/26/2019,Invoice,I141178,Bluestem Brands,1497.92,1497.92,PO000077257732,,Open,4871
73246,12/26/2019,Invoice,I141163,Bluestem Brands,91.25,91.25,PO000077267768,,Open,4871
73233,12/27/2019,Invoice,I141246,Bluestem Brands,341,341,PO000077272641,,Open,4871
73234,12/27/2019,Invoice,I141244,Bluestem Brands,99.74,99.74,PO000077273786,,Open,4871
73235,12/27/2019,Invoice,I141238,Bluestem Brands,341,341,PO000077270398,,Open,4871
73210,12/30/2019,Invoice,I141517,Bluestem Brands,294,294,PO000077293471,,Open,4871
73211,12/30/2019,Invoice,I141514,Bluestem Brands,294,294,PO000077292881,,Open,4871
73212,12/30/2019,Invoice,I141513,Bluestem Brands,294,294,PO000077307026,,Open,4871
73213,12/30/2019,Invoice,I141511,Bluestem Brands,984.15,984.15,PO000077286539,,Open,4871
73214,12/30/2019,Invoice,I141506,Bluestem Brands,796.47,796.47,PO000077281479,,Open,4871
73215,12/30/2019,Invoice,I141502,Bluestem Brands,341,341,PO000077286387,,Open,4871
73216,12/30/2019,Invoice,I141501,Bluestem Brands,341,341,PO000077283263,,Open,4871
73217,12/30/2019,Invoice,I141500,Bluestem Brands,341,341,PO000077293642,,Open,4871
73218,12/30/2019,Invoice,I141499,Bluestem Brands,341,341,PO000077294337,,Open,4871
73219,12/30/2019,Invoice,I141498,Bluestem Brands,341,341,PO000077298393,,Open,4871
73220,12/30/2019,Invoice,I141496,Bluestem Brands,341,341,PO000077304747,,Open,4871
73221,12/30/2019,Invoice,I141495,Bluestem Brands,341,341,PO000077301145,,Open,4871
73222,12/30/2019,Invoice,I141493,Bluestem Brands,440.74,440.74,PO000077298017,,Open,4871
73223,12/30/2019,Invoice,I141458,Bluestem Brands,99.74,99.74,PO000077287278,,Open,4871
73224,12/30/2019,Invoice,I141457,Bluestem Brands,85.17,85.17,PO000077283647,,Open,4871
73225,12/30/2019,Invoice,I141456,Bluestem Brands,85.17,85.17,PO000077298206,,Open,4871
73226,12/30/2019,Invoice,I141439,Bluestem Brands,99.74,99.74,PO000077308029,,Open,4871
73227,12/30/2019,Invoice,I141438,Bluestem Brands,99.74,99.74,PO000077284067,,Open,4871
73228,12/30/2019,Invoice,I141431,Bluestem Brands,796.47,796.47,PO000077304677,,Open,4871
73229,12/30/2019,Invoice,I141429,Bluestem Brands,85.17,85.17,PO000077279167,,Open,4871
73231,12/30/2019,Invoice,I141427,Bluestem Brands,302.94,302.94,PO000077287437,,Open,4871
73232,12/30/2019,Invoice,I141426,Bluestem Brands,302.94,302.94,PO000077300188,,Open,4871
73204,12/31/2019,Invoice,I141607,Bluestem Brands,341,341,PO000077318701,,Open,4871
73205,12/31/2019,Invoice,I141606,Bluestem Brands,341,341,PO000077313151,,Open,4871
73206,12/31/2019,Invoice,I141597,Bluestem Brands,99.74,99.74,PO000077313250,,Open,4871
73207,12/31/2019,Invoice,I141595,Bluestem Brands,99.74,99.74,PO000077311233,,Open,4871
73208,12/31/2019,Invoice,I141580,Bluestem Brands,302.94,302.94,PO000077311042,,Open,4871
73209,12/31/2019,Invoice,I141575,Bluestem Brands,294,294,PO000077319337,,Open,4871
74317,01-02-2020,Invoice,I141949,Bluestem Brands,341,341,PO000077321519,,Open,4871
74318,01-02-2020,Invoice,I141741,Bluestem Brands,99.74,99.74,PO000077333898,,Open,4871
74319,01-02-2020,Invoice,I141740,Bluestem Brands,99.74,99.74,PO000077333946,,Open,4871
74320,01-02-2020,Invoice,I141738,Bluestem Brands,984.15,984.15,PO000077331738,,Open,4871
74321,01-02-2020,Invoice,I141737,Bluestem Brands,99.74,99.74,PO000077331093,,Open,4871
74323,01-02-2020,Invoice,I141723,Bluestem Brands,341,341,PO000077329796,,Open,4871
74324,01-02-2020,Invoice,I141722,Bluestem Brands,341,341,PO000077327738,,Open,4871
74325,01-02-2020,Invoice,I141721,Bluestem Brands,341,341,PO000077336625,,Open,4871
74326,01-02-2020,Invoice,I141720,Bluestem Brands,341,341,PO000077334754,,Open,4871
74327,01-02-2020,Invoice,I141719,Bluestem Brands,341,341,PO000077327428,,Open,4871
74328,01-02-2020,Invoice,I141708,Bluestem Brands,341,341,PO000077342484,,Open,4871
74329,01-02-2020,Invoice,I141695,Bluestem Brands,796.47,796.47,PO000077330470,,Open,4871
74316,01-03-2020,Invoice,I141841,Bluestem Brands,341,341,PO000077350754,,Open,4871
74311,01-06-2020,Invoice,I142002,Bluestem Brands,984.15,984.15,PO000077366890,,Open,4871
74312,01-06-2020,Invoice,I141994,Bluestem Brands,79.79,79.79,PO000077374136,,Open,4871
74313,01-06-2020,Invoice,I141992,Bluestem Brands,294,294,PO000077379796,,Open,4871
74315,01-06-2020,Invoice,I141980,Bluestem Brands,640.2,640.2,PO000077366847,,Open,4871
74309,01-07-2020,Invoice,I142084,Bluestem Brands,99.74,99.74,PO000077383673,,Open,4871
74310,01-07-2020,Invoice,I142066,Bluestem Brands,819,819,PO000077384811,,Open,4871
74305,01-08-2020,Invoice,I142184,Bluestem Brands,99.74,99.74,PO000077406547,,Open,4871
74306,01-08-2020,Invoice,I142165,Bluestem Brands,796.47,796.47,PO000077402622,,Open,4871
74304,01-09-2020,Invoice,I142250,Bluestem Brands,99.74,99.74,PO000077412098,,Open,4871
74302,01-10-2020,Invoice,I142360,Bluestem Brands,294,294,PO000077430962,,Open,4871
74303,01-10-2020,Invoice,I142351,Bluestem Brands,302.94,302.94,PO000077424955,,Open,4871
74296,1/13/2020,Invoice,I142490,Bluestem Brands,99.74,99.74,PO000077458957,,Open,4871
74299,1/13/2020,Invoice,I142434,Bluestem Brands,819,819,PO000077435387,,Open,4871
74301,1/13/2020,Invoice,I142426,Bluestem Brands,99.74,99.74,PO000077458421,,Open,4871
74291,1/15/2020,Invoice,I142667,Bluestem Brands,796.47,796.47,PO000077487493,,Open,4871
74292,1/15/2020,Invoice,I142663,Bluestem Brands,294,294,PO000077491973,,Open,4871
74288,1/16/2020,Invoice,I142829,Bluestem Brands,294,294,PO000077499158,,Open,4871
74289,1/16/2020,Invoice,I142823,Bluestem Brands,79.79,79.79,PO000077500445,,Open,4871
74290,1/16/2020,Invoice,I142796,Bluestem Brands,99.74,99.74,PO000077508216,,Open,4871
74283,1/20/2020,Invoice,I143029,Bluestem Brands,294,294,PO000077521835,,Open,4871
74285,1/20/2020,Invoice,I143010,Bluestem Brands,99.74,99.74,PO000077537390,,Open,4871
74286,1/20/2020,Invoice,I143006,Bluestem Brands,99.74,99.74,PO000077539917,,Open,4871
74287,1/20/2020,Invoice,I143005,Bluestem Brands,796.47,796.47,PO000077535951,,Open,4871
74282,1/21/2020,Invoice,I143145,Bluestem Brands,1497.92,1497.92,PO000077555933,,Open,4871
74280,1/22/2020,Invoice,I143274,Bluestem Brands,99.74,99.74,PO000077567897,,Open,4871
74281,1/22/2020,Invoice,I143259,Bluestem Brands,984.15,984.15,PO000077564218,,Open,4871
74278,1/23/2020,Invoice,I143387,Bluestem Brands,99.74,99.74,PO000077573343,,Open,4871
74275,1/24/2020,Invoice,I143508,Bluestem Brands,984.15,984.15,PO000077584634,,Open,4871
74276,1/24/2020,Invoice,I143507,Bluestem Brands,819,819,PO000077580424,,Open,4871
74277,1/24/2020,Invoice,I143506,Bluestem Brands,294,294,PO000077588016,,Open,4871
74267,1/27/2020,Invoice,I143636,Bluestem Brands,302.94,302.94,PO000077613995,,Open,4871
74268,1/27/2020,Invoice,I143632,Bluestem Brands,239,239,PO000077614204,,Open,4871
74269,1/27/2020,Invoice,I143616,Bluestem Brands,85.17,85.17,PO000077605407,,Open,4871
74270,1/27/2020,Invoice,I143613,Bluestem Brands,99.74,99.74,PO000077598495,,Open,4871
74271,1/27/2020,Invoice,I143601,Bluestem Brands,984.15,984.15,PO000077608564,,Open,4871
74272,1/27/2020,Invoice,I143600,Bluestem Brands,85.17,85.17,PO000077595652,,Open,4871
74273,1/27/2020,Invoice,I143599,Bluestem Brands,85.17,85.17,PO000077598993,,Open,4871
74274,1/27/2020,Invoice,I143598,Bluestem Brands,85.17,85.17,PO000077596816,,Open,4871
74266,1/28/2020,Invoice,I143729,Bluestem Brands,1091,1091,PO000077617728,,Open,4871
74260,1/29/2020,Invoice,I143859,Bluestem Brands,85.17,85.17,PO000077627016,,Open,4871
74261,1/29/2020,Invoice,I143858,Bluestem Brands,85.17,85.17,PO000077632772,,Open,4871
74262,1/29/2020,Invoice,I143849,Bluestem Brands,85.17,85.17,PO000077628787,,Open,4871
74263,1/29/2020,Invoice,I143847,Bluestem Brands,85.17,85.17,PO000077628409,,Open,4871
74264,1/29/2020,Invoice,I143844,Bluestem Brands,819,819,PO000077631209,,Open,4871
74265,1/29/2020,Invoice,I143825,Bluestem Brands,85.17,85.17,PO000077633726,,Open,4871
74257,1/30/2020,Invoice,I143964,Bluestem Brands,99.74,99.74,PO000077636476,,Open,4871
74258,1/30/2020,Invoice,I143941,Bluestem Brands,85.17,85.17,PO000077638687,,Open,4871
74259,1/30/2020,Invoice,I143933,Bluestem Brands,302.94,302.94,PO000077641964,,Open,4871
74251,1/31/2020,Invoice,I144133,Bluestem Brands,819,819,PO000077646274,,Open,4871
74252,1/31/2020,Invoice,I144129,Bluestem Brands,99.74,99.74,PO000077652225,,Open,4871
74253,1/31/2020,Invoice,I144127,Bluestem Brands,99.74,99.74,PO000077645579,,Open,4871
74254,1/31/2020,Invoice,I144126,Bluestem Brands,85.17,85.17,PO000077650886,,Open,4871
74255,1/31/2020,Invoice,I144116,Bluestem Brands,85.17,85.17,PO000077653734,,Open,4871
74256,1/31/2020,Invoice,I144100,Bluestem Brands,99.74,99.74,PO000077656228,,Open,4871
74239,02-03-2020,Invoice,I144288,Bluestem Brands,79.79,79.79,PO000077677772,,Open,4871
74240,02-03-2020,Invoice,I144287,Bluestem Brands,294,294,PO000077666184,,Open,4871
74241,02-03-2020,Invoice,I144242,Bluestem Brands,99.74,99.74,PO000077662176,,Open,4871
74242,02-03-2020,Invoice,I144241,Bluestem Brands,99.74,99.74,PO000077660379,,Open,4871
74243,02-03-2020,Invoice,I144240,Bluestem Brands,341,341,PO000077670263,,Open,4871
74244,02-03-2020,Invoice,I144239,Bluestem Brands,341,341,PO000077660387,,Open,4871
74245,02-03-2020,Invoice,I144238,Bluestem Brands,341,341,PO000077659571,,Open,4871
74246,02-03-2020,Invoice,I144237,Bluestem Brands,984.15,984.15,PO000077665054,,Open,4871
74247,02-03-2020,Invoice,I144232,Bluestem Brands,85.17,85.17,PO000077663050,,Open,4871
74248,02-03-2020,Invoice,I144231,Bluestem Brands,85.17,85.17,PO000077662865,,Open,4871
74249,02-03-2020,Invoice,I144230,Bluestem Brands,85.17,85.17,PO000077674253,,Open,4871
74250,02-03-2020,Invoice,I144216,Bluestem Brands,239,239,PO000077659395,,Open,4871
74234,02-04-2020,Invoice,I144397,Bluestem Brands,85.17,85.17,PO000077690132,,Open,4871
74235,02-04-2020,Invoice,I144396,Bluestem Brands,85.17,85.17,PO000077686067,,Open,4871
74236,02-04-2020,Invoice,I144394,Bluestem Brands,360.29,360.29,PO000077685054,,Open,4871
74237,02-04-2020,Invoice,I144374,Bluestem Brands,99.74,99.74,PO000077692637,,Open,4871
74238,02-04-2020,Invoice,I144373,Bluestem Brands,199.48,199.48,PO000077692397,,Open,4871
74227,02-05-2020,Invoice,I144486,Bluestem Brands,99.74,99.74,PO000077694564,,Open,4871
74228,02-05-2020,Invoice,I144483,Bluestem Brands,294,294,PO000077702815,,Open,4871
74230,02-05-2020,Invoice,I144478,Bluestem Brands,294,294,PO000077701341,,Open,4871
74231,02-05-2020,Invoice,I144474,Bluestem Brands,294,294,PO000077705202,,Open,4871
74232,02-05-2020,Invoice,I144471,Bluestem Brands,85.17,85.17,PO000077705835,,Open,4871
74221,02-07-2020,Invoice,I147142,Bluestem Brands,796.47,796.47,PO000077736210,,Open,4871
74222,02-07-2020,Invoice,I144701,Bluestem Brands,85.17,85.17,PO000077730155,,Open,4871
74223,02-07-2020,Invoice,I144698,Bluestem Brands,640.2,640.2,PO000077722905,,Open,4871
74224,02-07-2020,Invoice,I144697,Bluestem Brands,99.74,99.74,PO000077722769,,Open,4871
74225,02-07-2020,Invoice,I144695,Bluestem Brands,85.17,85.17,PO000077727409,,Open,4871
74226,02-07-2020,Invoice,I144694,Bluestem Brands,85.17,85.17,PO000077722451,,Open,4871
74208,02-10-2020,Invoice,I144817,Bluestem Brands,99.74,99.74,PO000077777085,,Open,4871
74209,02-10-2020,Invoice,I144803,Bluestem Brands,85.17,85.17,PO000077745187,,Open,4871
74210,02-10-2020,Invoice,I144795,Bluestem Brands,796.47,796.47,PO000077775337,,Open,4871
74211,02-10-2020,Invoice,I144790,Bluestem Brands,984.15,984.15,PO000077748861,,Open,4871
74212,02-10-2020,Invoice,I144783,Bluestem Brands,85.17,85.17,PO000077760075,,Open,4871
74213,02-10-2020,Invoice,I144771,Bluestem Brands,99.74,99.74,PO000077738789,,Open,4871
74214,02-10-2020,Invoice,I144770,Bluestem Brands,85.17,85.17,PO000077756486,,Open,4871
74215,02-10-2020,Invoice,I144768,Bluestem Brands,99.74,99.74,PO000077774299,,Open,4871
74216,02-10-2020,Invoice,I144766,Bluestem Brands,99.74,99.74,PO000077774955,,Open,4871
74218,02-10-2020,Invoice,I144762,Bluestem Brands,159.58,159.58,PO000077775806,,Open,4871
74219,02-10-2020,Invoice,I144760,Bluestem Brands,99.74,99.74,PO000077776074,,Open,4871
74220,02-10-2020,Invoice,I144759,Bluestem Brands,182.98,182.98,PO000077775879,,Open,4871
74201,02-11-2020,Invoice,I144888,Bluestem Brands,99.74,99.74,PO000077787256,,Open,4871
74202,02-11-2020,Invoice,I144881,Bluestem Brands,85.17,85.17,PO000077773541,,Open,4871
74203,02-11-2020,Invoice,I144880,Bluestem Brands,85.17,85.17,PO000077772097,,Open,4871
74204,02-11-2020,Invoice,I144879,Bluestem Brands,85.17,85.17,PO000077765836,,Open,4871
74205,02-11-2020,Invoice,I144878,Bluestem Brands,85.17,85.17,PO000077775665,,Open,4871
74206,02-11-2020,Invoice,I144877,Bluestem Brands,85.17,85.17,PO000077763229,,Open,4871
74207,02-11-2020,Invoice,I144871,Bluestem Brands,640.2,640.2,PO000077789843,,Open,4871
74198,02-12-2020,Invoice,I145014,Bluestem Brands,302.94,302.94,PO000077799119,,Open,4871
74199,02-12-2020,Invoice,I145008,Bluestem Brands,360.29,360.29,PO000077796760,,Open,4871
74200,02-12-2020,Invoice,I144977,Bluestem Brands,99.74,99.74,PO000077802958,,Open,4871
74197,2/13/2020,Invoice,I145066,Bluestem Brands,302.94,302.94,PO000077804834,,Open,4871
74196,2/14/2020,Invoice,I145203,Bluestem Brands,294,294,PO000077815462,,Open,4871
74183,2/17/2020,Invoice,I147144,Bluestem Brands,99.74,99.74,PO000077849256,,Open,4871
74184,2/17/2020,Invoice,I145371,Bluestem Brands,294,294,PO000077842652,,Open,4871
74185,2/17/2020,Invoice,I145368,Bluestem Brands,302.94,302.94,PO000077846216,,Open,4871
74186,2/17/2020,Invoice,I145367,Bluestem Brands,99.74,99.74,PO000077852661,,Open,4871
74187,2/17/2020,Invoice,I145346,Bluestem Brands,99.74,99.74,PO000077849587,,Open,4871
74188,2/17/2020,Invoice,I145343,Bluestem Brands,99.74,99.74,PO000077831137,,Open,4871
74189,2/17/2020,Invoice,I145342,Bluestem Brands,99.74,99.74,PO000077835459,,Open,4871
74190,2/17/2020,Invoice,I145340,Bluestem Brands,99.74,99.74,PO000077837831,,Open,4871
74191,2/17/2020,Invoice,I145339,Bluestem Brands,99.74,99.74,PO000077848259,,Open,4871
74192,2/17/2020,Invoice,I145336,Bluestem Brands,984.15,984.15,PO000077848077,,Open,4871
74193,2/17/2020,Invoice,I145335,Bluestem Brands,984.15,984.15,PO000077833299,,Open,4871
74194,2/17/2020,Invoice,I145326,Bluestem Brands,984.15,984.15,PO000077845668,,Open,4871
74182,2/18/2020,Invoice,I145403,Bluestem Brands,99.74,99.74,PO000077860212,,Open,4871
74177,2/19/2020,Invoice,I145474,Bluestem Brands,239,239,PO000077868028,,Open,4871
74178,2/19/2020,Invoice,I145473,Bluestem Brands,159.58,159.58,PO000077869769,,Open,4871
74179,2/19/2020,Invoice,I145472,Bluestem Brands,99.74,99.74,PO000077870139,,Open,4871
74180,2/19/2020,Invoice,I145469,Bluestem Brands,99.74,99.74,PO000077866314,,Open,4871
74181,2/19/2020,Invoice,I145467,Bluestem Brands,99.74,99.74,PO000077872970,,Open,4871
74175,2/20/2020,Invoice,I145588,Bluestem Brands,85.17,85.17,PO000077882236,,Open,4871
74176,2/20/2020,Invoice,I145574,Bluestem Brands,294,294,PO000077878213,,Open,4871
74174,2/21/2020,Invoice,I145686,Bluestem Brands,85.17,85.17,PO000077885537,,Open,4871
74164,2/24/2020,Invoice,I145803,Bluestem Brands,239,239,PO000077905798,,Open,4871
74165,2/24/2020,Invoice,I145801,Bluestem Brands,99.74,99.74,PO000077912387,,Open,4871
74166,2/24/2020,Invoice,I145799,Bluestem Brands,85.17,85.17,PO000077914005,,Open,4871
74167,2/24/2020,Invoice,I145798,Bluestem Brands,85.17,85.17,PO000077915868,,Open,4871
74168,2/24/2020,Invoice,I145797,Bluestem Brands,85.17,85.17,PO000077899353,,Open,4871
74169,2/24/2020,Invoice,I145795,Bluestem Brands,302.94,302.94,PO000077903391,,Open,4871
74170,2/24/2020,Invoice,I145794,Bluestem Brands,85.17,85.17,PO000077901618,,Open,4871
74171,2/24/2020,Invoice,I145793,Bluestem Brands,294,294,PO000077904050,,Open,4871
74172,2/24/2020,Invoice,I145791,Bluestem Brands,294,294,PO000077920515,,Open,4871
74173,2/24/2020,Invoice,I145789,Bluestem Brands,302.94,302.94,PO000077916191,,Open,4871
74163,2/25/2020,Invoice,I145916,Bluestem Brands,85.17,85.17,PO000077922382,,Open,4871
74153,2/26/2020,Invoice,I146023,Bluestem Brands,99.74,99.74,PO000077944487,,Open,4871
74154,2/26/2020,Invoice,I146012,Bluestem Brands,85.17,85.17,PO000077943161,,Open,4871
74155,2/26/2020,Invoice,I146011,Bluestem Brands,294,294,PO000077941658,,Open,4871
74156,2/26/2020,Invoice,I145994,Bluestem Brands,85.17,85.17,PO000077931185,,Open,4871
74157,2/26/2020,Invoice,I145993,Bluestem Brands,85.17,85.17,PO000077929269,,Open,4871
74158,2/26/2020,Invoice,I145991,Bluestem Brands,984.15,984.15,PO000077935437,,Open,4871
74159,2/26/2020,Invoice,I145988,Bluestem Brands,85.17,85.17,PO000077934175,,Open,4871
74160,2/26/2020,Invoice,I145987,Bluestem Brands,85.17,85.17,PO000077937534,,Open,4871
74161,2/26/2020,Invoice,I145983,Bluestem Brands,85.17,85.17,PO000077937960,,Open,4871
74162,2/26/2020,Invoice,I145967,Bluestem Brands,239,239,PO000077946156,,Open,4871
74148,2/27/2020,Invoice,I146131,Bluestem Brands,85.17,85.17,PO000077951432,,Open,4871
74149,2/27/2020,Invoice,I146130,Bluestem Brands,85.17,85.17,PO000077952227,,Open,4871
74150,2/27/2020,Invoice,I146129,Bluestem Brands,85.17,85.17,PO000077949698,,Open,4871
74151,2/27/2020,Invoice,I146128,Bluestem Brands,294,294,PO000077950885,,Open,4871
74141,2/28/2020,Invoice,I146297,Bluestem Brands,99.74,99.74,PO000077964867,,Open,4871
74142,2/28/2020,Invoice,I146296,Bluestem Brands,85.17,85.17,PO000077961079,,Open,4871
74143,2/28/2020,Invoice,I146280,Bluestem Brands,85.17,85.17,PO000077973575,,Open,4871
74144,2/28/2020,Invoice,I146259,Bluestem Brands,99.74,99.74,PO000077970510,,Open,4871
74145,2/28/2020,Invoice,I146258,Bluestem Brands,85.17,85.17,PO000077969526,,Open,4871
74146,2/28/2020,Invoice,I146257,Bluestem Brands,302.94,302.94,PO000077962184,,Open,4871
74147,2/28/2020,Invoice,I146251,Bluestem Brands,99.74,99.74,PO000077971510,,Open,4871
74130,03-02-2020,Invoice,I146393,Bluestem Brands,79.79,79.79,PO000077995896,,Open,4871
74131,03-02-2020,Invoice,I146392,Bluestem Brands,294,294,PO000077977550,,Open,4871
74132,03-02-2020,Invoice,I146391,Bluestem Brands,294,294,PO000077998481,,Open,4871
74133,03-02-2020,Invoice,I146390,Bluestem Brands,294,294,PO000077991339,,Open,4871
74134,03-02-2020,Invoice,I146388,Bluestem Brands,99.74,99.74,PO000077991669,,Open,4871
74135,03-02-2020,Invoice,I146387,Bluestem Brands,85.17,85.17,PO000077982393,,Open,4871
74136,03-02-2020,Invoice,I146386,Bluestem Brands,85.17,85.17,PO000077981358,,Open,4871
74137,03-02-2020,Invoice,I146385,Bluestem Brands,85.17,85.17,PO000077981034,,Open,4871
74138,03-02-2020,Invoice,I146384,Bluestem Brands,85.17,85.17,PO000077980850,,Open,4871
74139,03-02-2020,Invoice,I146382,Bluestem Brands,796.47,796.47,PO000077980245,,Open,4871
74140,03-02-2020,Invoice,I146363,Bluestem Brands,85.17,85.17,PO000077977438,,Open,4871
74129,03-03-2020,Invoice,I146478,Bluestem Brands,85.17,85.17,PO000078022741,,Open,4871
74120,03-04-2020,Invoice,I147145,Bluestem Brands,85.17,85.17,PO000078033141,,Open,4871
74121,03-04-2020,Invoice,I146590,Bluestem Brands,294,294,PO000078036878,,Open,4871
74122,03-04-2020,Invoice,I146589,Bluestem Brands,99.74,99.74,PO000078036365,,Open,4871
74123,03-04-2020,Invoice,I146580,Bluestem Brands,79.79,79.79,PO000078042110,,Open,4871
74124,03-04-2020,Invoice,I146578,Bluestem Brands,159.58,159.58,PO000078043059,,Open,4871
74125,03-04-2020,Invoice,I146577,Bluestem Brands,85.17,85.17,PO000078042245,,Open,4871
74126,03-04-2020,Invoice,I146570,Bluestem Brands,99.74,99.74,PO000078029563,,Open,4871
74127,03-04-2020,Invoice,I146569,Bluestem Brands,85.17,85.17,PO000078031991,,Open,4871
74128,03-04-2020,Invoice,I146550,Bluestem Brands,85.17,85.17,PO000078040890,,Open,4871
