Internal ID,Date,Document Number,Name,Amount Remaining,Amount,Memo,PO/Check Number,Status,Customer Internal ID
3667974,3/31/2022,I260705351,Bluestem Brands,444.76,444.76,,PO000091756920,Open,4871
3667979,3/31/2022,I260705359,Bluestem Brands,265.20,265.20,,PO000091758927,Open,4871
3698980,4/1/2022,I260705423,Bluestem Brands,265.20,265.20,,PO000091762716,Open,4871
3699076,4/1/2022,I260705428,Bluestem Brands,398.20,398.20,,PO000091762394,Open,4871
3699079,4/1/2022,I260705434,Bluestem Brands,877.61,877.61,,PO000091766654,Open,4871
3699087,4/1/2022,I260705444,Bluestem Brands,708.27,708.27,,PO000091770372,Open,4871
3699088,4/1/2022,I260705445,Bluestem Brands,265.20,265.20,,PO000091770498,Open,4871
3708241,4/4/2022,I260705467,Bluestem Brands,265.20,265.20,,PO000091775356,Open,4871
3708242,4/4/2022,I260705469,Bluestem Brands,141.65,141.65,,PO000091779781,Open,4871
3708244,4/4/2022,I260705472,Bluestem Brands,529.30,529.30,,PO000091785750,Open,4871
3708245,4/4/2022,I260705474,Bluestem Brands,398.20,398.20,,PO000091787292,Open,4871
3708337,4/4/2022,I260705462,Bluestem Brands,141.65,141.65,,PO000091772668,Open,4871
3708341,4/4/2022,I260705468,Bluestem Brands,265.20,265.20,,PO000091778262,Open,4871
3708342,4/4/2022,I260705471,Bluestem Brands,398.20,398.20,,PO000091778356,Open,4871
3708343,4/4/2022,I260705473,Bluestem Brands,141.65,141.65,,PO000091790703,Open,4871
3708355,4/4/2022,I260705496,Bluestem Brands,1136.36,1136.36,,PO000091793798,Open,4871
3708357,4/4/2022,I260705501,Bluestem Brands,265.20,265.20,,PO000091796126,Open,4871
3720306,4/5/2022,I260705560,Bluestem Brands,444.76,444.76,,PO000091793519,Open,4871
3720319,4/5/2022,I260705580,Bluestem Brands,398.20,398.20,,PO000091804098,Open,4871
3720322,4/5/2022,I260705584,Bluestem Brands,265.20,265.20,,PO000091804392,Open,4871
3720427,4/5/2022,I260705585,Bluestem Brands,141.65,141.65,,PO000091804774,Open,4871
